50.0,28.0,29.0,68.0,121.0,133.0,148.0,156.0,169.0,182.0,230.0,246.0,313.0,319.0,369.0,400.0,463.0
Time,Coflow id,Major Accuracy,Major Groundtruth,Minor Accuracy,Minor Groundtruth
32496,400.0,0.7386363636363636,"{28.0: 13, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 65}",0.75,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 27}"
32505,400.0,0.7415730337078652,"{28.0: 13, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 66}",0.7567567567567568,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 28}"
32519,400.0,0.7444444444444445,"{28.0: 13, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 67}",0.7567567567567568,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 28}"
32538,400.0,0.7472527472527473,"{28.0: 13, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 68}",0.7567567567567568,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 28}"
32574,400.0,0.75,"{28.0: 13, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 69}",0.7631578947368421,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 29}"
32616,400.0,0.15053763440860216,"{28.0: 14, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 69}",0.7692307692307693,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 30}"
32660,400.0,0.7446808510638298,"{28.0: 14, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 70}",0.7692307692307693,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 30}"
32670,400.0,0.7473684210526316,"{28.0: 14, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 71}",0.7692307692307693,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 30}"
32716,400.0,0.75,"{28.0: 14, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 72}",0.7692307692307693,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 30}"
32735,400.0,0.7525773195876289,"{28.0: 14, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 73}",0.7692307692307693,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 30}"
32814,400.0,0.7551020408163265,"{28.0: 14, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 74}",0.775,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 31}"
32815,400.0,0.7575757575757576,"{28.0: 14, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 75}",0.775,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 31}"
32838,400.0,0.76,"{28.0: 14, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 76}",0.7804878048780488,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 32}"
32841,400.0,0.7623762376237624,"{28.0: 14, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 77}",0.7804878048780488,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 32}"
32845,400.0,0.7647058823529411,"{28.0: 14, 148.0: 2, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 78}",0.7804878048780488,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 32}"
32879,400.0,0.02912621359223301,"{28.0: 14, 148.0: 3, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 78}",0.046511627906976744,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 34}"
32914,400.0,0.7596153846153846,"{28.0: 14, 148.0: 3, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 79}",0.8043478260869565,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 37}"
32921,400.0,0.7619047619047619,"{28.0: 14, 148.0: 3, 246.0: 0, 313.0: 0, 319.0: 8, 400.0: 80}",0.06521739130434782,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 37}"
32953,400.0,0.08490566037735849,"{28.0: 14, 148.0: 3, 246.0: 0, 313.0: 0, 319.0: 9, 400.0: 80}",0.8085106382978723,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 38}"
32965,400.0,0.7570093457943925,"{28.0: 14, 148.0: 3, 246.0: 0, 313.0: 0, 319.0: 9, 400.0: 81}",0.08333333333333333,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 39}"
32979,400.0,0.7592592592592593,"{28.0: 14, 148.0: 3, 246.0: 0, 313.0: 0, 319.0: 9, 400.0: 82}",0.08333333333333333,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 39}"
32985,400.0,0.7614678899082569,"{28.0: 14, 148.0: 3, 246.0: 0, 313.0: 0, 319.0: 9, 400.0: 83}",0.8125,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 39}"
32994,400.0,0.7636363636363637,"{28.0: 14, 148.0: 3, 246.0: 0, 313.0: 0, 319.0: 9, 400.0: 84}",0.8125,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 39}"
33024,400.0,0.036036036036036036,"{28.0: 14, 148.0: 4, 246.0: 0, 313.0: 0, 319.0: 9, 400.0: 84}",0.041666666666666664,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 39}"
33028,400.0,0.7589285714285714,"{28.0: 14, 148.0: 4, 313.0: 0, 319.0: 9, 400.0: 85}",0.8125,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 39}"
33029,400.0,0.7610619469026548,"{28.0: 14, 148.0: 4, 313.0: 0, 319.0: 9, 400.0: 86}",0.8125,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 39}"
33039,400.0,0.7631578947368421,"{28.0: 14, 148.0: 4, 313.0: 0, 319.0: 9, 400.0: 87}",0.8125,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 39}"
33090,400.0,0.7652173913043478,"{28.0: 14, 148.0: 4, 313.0: 0, 319.0: 9, 400.0: 88}",0.8125,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 39}"
33093,400.0,0.7672413793103449,"{28.0: 14, 148.0: 4, 313.0: 0, 319.0: 9, 400.0: 89}",0.8125,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 4, 366.0: 0, 369.0: 3, 400.0: 39}"
33097,400.0,0.7692307692307693,"{28.0: 14, 148.0: 4, 313.0: 0, 319.0: 9, 400.0: 90}",0.7959183673469388,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 5, 366.0: 0, 369.0: 3, 400.0: 39}"
33100,400.0,0.7711864406779662,"{28.0: 14, 148.0: 4, 313.0: 0, 319.0: 9, 400.0: 91}",0.7959183673469388,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 5, 366.0: 0, 369.0: 3, 400.0: 39}"
33114,400.0,0.773109243697479,"{28.0: 14, 148.0: 4, 313.0: 0, 319.0: 9, 400.0: 92}",0.7959183673469388,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 5, 366.0: 0, 369.0: 3, 400.0: 39}"
33124,400.0,0.775,"{28.0: 14, 148.0: 4, 313.0: 0, 319.0: 9, 400.0: 93}",0.7959183673469388,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 5, 366.0: 0, 369.0: 3, 400.0: 39}"
33201,400.0,0.7768595041322314,"{28.0: 14, 148.0: 4, 313.0: 0, 319.0: 9, 400.0: 94}",0.11538461538461539,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 6, 366.0: 0, 369.0: 5, 400.0: 39}"
33247,400.0,0.7786885245901639,"{28.0: 14, 148.0: 4, 313.0: 0, 319.0: 9, 400.0: 95}",0.75,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 6, 366.0: 0, 369.0: 5, 400.0: 39}"
33254,400.0,0.04065040650406504,"{28.0: 14, 148.0: 5, 313.0: 0, 319.0: 9, 400.0: 95}",0.038461538461538464,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 6, 366.0: 0, 369.0: 5, 400.0: 39}"
33274,400.0,0.7741935483870968,"{28.0: 14, 148.0: 5, 313.0: 0, 319.0: 9, 400.0: 96}",0.75,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 6, 366.0: 0, 369.0: 5, 400.0: 39}"
33288,400.0,0.12,"{28.0: 15, 148.0: 5, 313.0: 0, 319.0: 9, 400.0: 96}",0.75,"{146.0: 2, 246.0: 0, 313.0: 0, 354.0: 6, 366.0: 0, 369.0: 5, 400.0: 39}"
33322,400.0,0.7698412698412699,"{28.0: 15, 148.0: 5, 313.0: 0, 319.0: 9, 400.0: 97}",0.7272727272727273,"{146.0: 3, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 40}"
33325,400.0,0.047244094488188976,"{28.0: 15, 148.0: 6, 313.0: 0, 319.0: 9, 400.0: 97}",0.05454545454545454,"{146.0: 3, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 40}"
33339,400.0,0.0546875,"{28.0: 15, 148.0: 7, 313.0: 0, 319.0: 9, 400.0: 97}",0.05357142857142857,"{146.0: 3, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 41}"
33354,400.0,0.7596899224806202,"{28.0: 15, 148.0: 7, 313.0: 0, 319.0: 9, 400.0: 98}",0.12280701754385964,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 41}"
33357,400.0,0.06153846153846154,"{28.0: 15, 148.0: 8, 313.0: 0, 319.0: 9, 400.0: 98}",0.07017543859649122,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 41}"
33413,400.0,0.7557251908396947,"{28.0: 15, 148.0: 8, 313.0: 0, 319.0: 9, 400.0: 99}",0.7241379310344828,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 42}"
33433,400.0,0.7575757575757576,"{28.0: 15, 148.0: 8, 313.0: 0, 319.0: 9, 400.0: 100}",0.7241379310344828,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 42}"
33442,400.0,0.06766917293233082,"{28.0: 15, 148.0: 9, 313.0: 0, 319.0: 9, 400.0: 100}",0.06896551724137931,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 42}"
33448,400.0,0.753731343283582,"{28.0: 15, 148.0: 9, 313.0: 0, 319.0: 9, 400.0: 101}",0.7241379310344828,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 42}"
33476,400.0,0.7555555555555555,"{28.0: 15, 148.0: 9, 313.0: 0, 319.0: 9, 400.0: 102}",0.7241379310344828,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 42}"
33478,400.0,0.7573529411764706,"{28.0: 15, 148.0: 9, 313.0: 0, 319.0: 9, 400.0: 103}",0.7241379310344828,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 42}"
33495,400.0,0.7591240875912408,"{28.0: 15, 148.0: 9, 313.0: 0, 319.0: 9, 400.0: 104}",0.11864406779661017,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 43}"
33507,400.0,0.07246376811594203,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 9, 400.0: 104}",0.06779661016949153,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 43}"
33536,400.0,0.7553956834532374,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 9, 400.0: 105}",0.7288135593220338,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 43}"
33593,400.0,0.7571428571428571,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 9, 400.0: 106}",0.7288135593220338,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 43}"
33619,400.0,0.7588652482269503,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 9, 400.0: 107}",0.08333333333333333,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 5, 400.0: 44}"
33628,400.0,0.07042253521126761,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 10, 400.0: 107}",0.7213114754098361,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 44}"
33677,400.0,0.7552447552447552,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 10, 400.0: 108}",0.7258064516129032,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 45}"
33685,400.0,0.7569444444444444,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 10, 400.0: 109}",0.0967741935483871,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 45}"
33690,400.0,0.07586206896551724,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 11, 400.0: 109}",0.7258064516129032,"{146.0: 4, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 45}"
33693,400.0,0.7534246575342466,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 11, 400.0: 110}",0.7142857142857143,"{146.0: 5, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 45}"
33741,400.0,0.7551020408163265,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 11, 400.0: 111}",0.7142857142857143,"{146.0: 5, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 45}"
33746,400.0,0.7567567567567568,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 11, 400.0: 112}",0.7142857142857143,"{146.0: 5, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 45}"
33759,400.0,0.7583892617449665,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 11, 400.0: 113}",0.71875,"{146.0: 5, 246.0: 0, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 46}"
33765,400.0,0.76,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 11, 400.0: 114}",0.71875,"{146.0: 5, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 46}"
33773,400.0,0.7615894039735099,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 11, 400.0: 115}",0.71875,"{146.0: 5, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 46}"
33803,400.0,0.7631578947368421,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 11, 400.0: 116}",0.7230769230769231,"{146.0: 5, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 47}"
33812,400.0,0.7647058823529411,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 11, 400.0: 117}",0.7230769230769231,"{146.0: 5, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 47}"
33826,400.0,0.07792207792207792,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 117}",0.7230769230769231,"{146.0: 5, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 47}"
33840,400.0,0.7612903225806451,"{28.0: 15, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 118}",0.7230769230769231,"{146.0: 5, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 47}"
33900,400.0,0.10256410256410256,"{28.0: 16, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 118}",0.7272727272727273,"{146.0: 5, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 48}"
33912,400.0,0.7579617834394905,"{28.0: 16, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 119}",0.10606060606060606,"{146.0: 5, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 48}"
33948,400.0,0.759493670886076,"{28.0: 16, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 120}",0.09090909090909091,"{146.0: 5, 313.0: 0, 354.0: 7, 366.0: 0, 369.0: 6, 400.0: 48}"
33980,400.0,0.7610062893081762,"{28.0: 16, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 121}",0.11940298507462686,"{146.0: 5, 313.0: 0, 354.0: 8, 366.0: 0, 369.0: 6, 400.0: 48}"
33983,400.0,0.7625,"{28.0: 16, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 122}",0.7164179104477612,"{146.0: 5, 313.0: 0, 354.0: 8, 366.0: 0, 369.0: 6, 400.0: 48}"
34026,400.0,0.7639751552795031,"{28.0: 16, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 123}",0.7164179104477612,"{146.0: 5, 313.0: 0, 354.0: 8, 366.0: 0, 369.0: 6, 400.0: 48}"
34064,400.0,0.7654320987654321,"{28.0: 16, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 124}",0.6956521739130435,"{146.0: 5, 313.0: 0, 354.0: 10, 366.0: 0, 369.0: 6, 400.0: 48}"
34076,400.0,0.7668711656441718,"{28.0: 16, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 125}",0.14285714285714285,"{146.0: 5, 313.0: 0, 354.0: 10, 366.0: 0, 369.0: 6, 400.0: 49}"
34111,400.0,0.7682926829268293,"{28.0: 16, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 126}",0.704225352112676,"{146.0: 5, 313.0: 0, 354.0: 10, 366.0: 0, 369.0: 6, 400.0: 50}"
34120,400.0,0.7696969696969697,"{28.0: 16, 148.0: 10, 313.0: 0, 319.0: 12, 400.0: 127}",0.704225352112676,"{146.0: 5, 313.0: 0, 354.0: 10, 366.0: 0, 369.0: 6, 400.0: 50}"
34140,400.0,0.06626506024096386,"{28.0: 16, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 127}",0.08333333333333333,"{146.0: 6, 313.0: 0, 354.0: 10, 366.0: 0, 369.0: 6, 400.0: 50}"
34167,400.0,0.7664670658682635,"{28.0: 16, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 128}",0.1388888888888889,"{146.0: 6, 313.0: 0, 354.0: 10, 366.0: 0, 369.0: 6, 400.0: 50}"
34176,400.0,0.7678571428571429,"{28.0: 16, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 129}",0.6986301369863014,"{146.0: 6, 313.0: 0, 354.0: 10, 366.0: 0, 369.0: 6, 400.0: 51}"
34219,400.0,0.7692307692307693,"{28.0: 16, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 130}",0.7027027027027027,"{146.0: 6, 313.0: 0, 354.0: 10, 366.0: 0, 369.0: 6, 400.0: 52}"
34290,400.0,0.7705882352941177,"{28.0: 16, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 131}",0.6973684210526315,"{146.0: 6, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 53}"
34295,400.0,0.7719298245614035,"{28.0: 16, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 132}",0.6973684210526315,"{146.0: 6, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 53}"
34303,400.0,0.7732558139534884,"{28.0: 16, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 133}",0.14285714285714285,"{146.0: 6, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 54}"
34314,400.0,0.7745664739884393,"{28.0: 16, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 134}",0.7051282051282052,"{146.0: 6, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 55}"
34320,400.0,0.7758620689655172,"{28.0: 16, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 135}",0.14102564102564102,"{146.0: 6, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 55}"
34344,400.0,0.7771428571428571,"{28.0: 16, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 136}",0.7051282051282052,"{146.0: 6, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 55}"
34383,400.0,0.7784090909090909,"{28.0: 16, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 137}",0.7051282051282052,"{146.0: 6, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 55}"
34398,400.0,0.096045197740113,"{28.0: 17, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 137}",0.7051282051282052,"{146.0: 6, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 55}"
34437,400.0,0.7752808988764045,"{28.0: 17, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 138}",0.7088607594936709,"{146.0: 6, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 56}"
34445,400.0,0.776536312849162,"{28.0: 17, 148.0: 11, 313.0: 0, 319.0: 12, 400.0: 139}",0.7088607594936709,"{146.0: 6, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 56}"
34449,400.0,0.07222222222222222,"{28.0: 17, 148.0: 11, 313.0: 0, 319.0: 13, 400.0: 139}",0.7088607594936709,"{146.0: 6, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 56}"
34459,400.0,0.7734806629834254,"{28.0: 17, 148.0: 11, 313.0: 0, 319.0: 13, 400.0: 140}",0.1375,"{146.0: 7, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 56}"
34493,400.0,0.0989010989010989,"{28.0: 18, 148.0: 11, 313.0: 0, 319.0: 13, 400.0: 140}",0.7037037037037037,"{146.0: 7, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 57}"
34499,400.0,0.7704918032786885,"{28.0: 18, 148.0: 11, 313.0: 0, 319.0: 13, 400.0: 141}",0.7037037037037037,"{146.0: 7, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 57}"
34500,400.0,0.06521739130434782,"{28.0: 18, 148.0: 12, 313.0: 0, 319.0: 13, 400.0: 141}",0.08641975308641975,"{146.0: 7, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 57}"
34551,400.0,0.7675675675675676,"{28.0: 18, 148.0: 12, 313.0: 0, 319.0: 13, 400.0: 142}",0.13580246913580246,"{146.0: 7, 313.0: 0, 354.0: 11, 366.0: 0, 369.0: 6, 400.0: 57}"
34581,400.0,0.10215053763440861,"{28.0: 19, 148.0: 12, 313.0: 0, 319.0: 13, 400.0: 142}",0.6951219512195121,"{146.0: 7, 313.0: 0, 354.0: 12, 366.0: 0, 369.0: 6, 400.0: 57}"
34600,400.0,0.7647058823529411,"{28.0: 19, 148.0: 12, 313.0: 0, 319.0: 13, 400.0: 143}",0.08433734939759036,"{146.0: 7, 313.0: 0, 354.0: 12, 366.0: 0, 369.0: 6, 400.0: 58}"
34631,400.0,0.7659574468085106,"{28.0: 19, 148.0: 12, 313.0: 0, 319.0: 13, 400.0: 144}",0.6987951807228916,"{146.0: 7, 313.0: 0, 354.0: 12, 366.0: 0, 369.0: 6, 400.0: 58}"
34661,400.0,0.06878306878306878,"{28.0: 19, 148.0: 13, 313.0: 0, 319.0: 13, 400.0: 144}",0.08333333333333333,"{146.0: 7, 313.0: 0, 354.0: 12, 366.0: 0, 369.0: 6, 400.0: 59}"
34676,400.0,0.7631578947368421,"{28.0: 19, 148.0: 13, 313.0: 0, 319.0: 13, 400.0: 145}",0.7058823529411765,"{146.0: 7, 313.0: 0, 354.0: 12, 366.0: 0, 369.0: 6, 400.0: 60}"
34677,400.0,0.07329842931937172,"{28.0: 19, 148.0: 14, 313.0: 0, 319.0: 13, 400.0: 145}",0.08235294117647059,"{146.0: 7, 313.0: 0, 354.0: 12, 366.0: 0, 369.0: 6, 400.0: 60}"
34691,400.0,0.7604166666666666,"{28.0: 19, 148.0: 14, 313.0: 0, 319.0: 13, 400.0: 146}",0.1411764705882353,"{146.0: 7, 313.0: 0, 354.0: 12, 366.0: 0, 369.0: 6, 400.0: 60}"
34704,400.0,0.7616580310880829,"{28.0: 19, 148.0: 14, 313.0: 0, 319.0: 13, 400.0: 147}",0.1411764705882353,"{146.0: 7, 313.0: 0, 354.0: 12, 366.0: 0, 369.0: 6, 400.0: 60}"
34764,400.0,0.07216494845360824,"{28.0: 19, 148.0: 14, 313.0: 0, 319.0: 14, 400.0: 147}",0.6976744186046512,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 60}"
34783,400.0,0.7589743589743589,"{28.0: 19, 148.0: 14, 313.0: 0, 319.0: 14, 400.0: 148}",0.6976744186046512,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 60}"
34792,400.0,0.07653061224489796,"{28.0: 19, 148.0: 14, 313.0: 0, 319.0: 15, 400.0: 148}",0.6976744186046512,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 60}"
34793,400.0,0.7563451776649747,"{28.0: 19, 148.0: 14, 313.0: 0, 319.0: 15, 400.0: 149}",0.6976744186046512,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 60}"
34854,400.0,0.07575757575757576,"{28.0: 19, 148.0: 15, 313.0: 0, 319.0: 15, 400.0: 149}",0.07865168539325842,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 63}"
34869,400.0,0.7537688442211056,"{28.0: 19, 148.0: 15, 313.0: 0, 319.0: 15, 400.0: 150}",0.7111111111111111,"{146.0: 7, 313.0: 0, 354.0: 13, 366.0: 0, 369.0: 6, 400.0: 64}"
